dataset,panel,paper,Q2,value,stat_err,sys_err,total_err
global_fit_ye,ratio,Ye,8.3176e-06,4.1325168108021135e-06,,7.825569565629087e-08,7.825569565629087e-08
global_fit_ye,ratio,Ye,8.414e-06,4.180368377178807e-06,,7.916246649099415e-08,7.916246649099415e-08
global_fit_ye,ratio,Ye,8.5114e-06,4.228773532075303e-06,,8.007972953747319e-08,8.007972953747319e-08
global_fit_ye,ratio,Ye,8.6099e-06,4.277740116542384e-06,,8.100764072269175e-08,8.100764072269175e-08
global_fit_ye,ratio,Ye,8.7096e-06,4.327273280001824e-06,,8.194629393942614e-08,8.194629393942614e-08
global_fit_ye,ratio,Ye,8.8105e-06,4.37737944535217e-06,,8.289581719621037e-08,8.289581719621037e-08
global_fit_ye,ratio,Ye,8.9125e-06,4.428066055424588e-06,,8.385634887928576e-08,8.385634887928576e-08
global_fit_ye,ratio,Ye,9.0157e-06,4.479339229753381e-06,,8.482801231510405e-08,8.482801231510405e-08
global_fit_ye,ratio,Ye,9.1201e-06,4.5312068592240075e-06,,8.581093437493477e-08,8.581093437493477e-08
global_fit_ye,ratio,Ye,9.2257e-06,4.58367504286265e-06,,8.680523799659652e-08,8.680523799659652e-08
global_fit_ye,ratio,Ye,9.3325e-06,4.6367502286257995e-06,,8.78110716635802e-08,8.78110716635802e-08
global_fit_ye,ratio,Ye,9.4406e-06,4.690439885583588e-06,,8.882856425936758e-08,8.882856425936758e-08
global_fit_ye,ratio,Ye,9.5499e-06,4.744751081103892e-06,,8.985782812174583e-08,8.985782812174583e-08
global_fit_ye,ratio,Ye,9.6605e-06,4.799691758859507e-06,,9.08990411225548e-08,9.08990411225548e-08
global_fit_ye,ratio,Ye,9.7724e-06,4.855267964491469e-06,,9.195230518786936e-08,9.195230518786936e-08
global_fit_ye,ratio,Ye,9.8855e-06,4.911488172506239e-06,,9.301776930422832e-08,9.301776930422832e-08
global_fit_ye,ratio,Ye,1e-05,4.9683598797675435e-06,,9.409559288198515e-08,9.409559288198515e-08
global_fit_ye,ratio,Ye,1.0116e-05,5.025889098378573e-06,,9.518589721171231e-08,9.518589721171231e-08
global_fit_ye,ratio,Ye,1.0233e-05,5.084084827930829e-06,,9.628884122489853e-08,9.628884122489853e-08
global_fit_ye,ratio,Ye,1.0351e-05,5.142954057520824e-06,,9.740455577607584e-08,9.740455577607584e-08
global_fit_ye,ratio,Ye,1.0471e-05,5.2025058100232395e-06,,9.853321023805246e-08,9.853321023805246e-08
global_fit_ye,ratio,Ye,1.0593e-05,5.262746050984203e-06,,9.967493501911062e-08,9.967493501911062e-08
global_fit_ye,ratio,Ye,1.0715e-05,5.3236848271077905e-06,,1.0082991994371324e-07,1.0082991994371324e-07
global_fit_ye,ratio,Ye,1.0839e-05,5.385329079849226e-06,,1.0199822496321554e-07,1.0199822496321554e-07
global_fit_ye,ratio,Ye,1.0965e-05,5.447686335513976e-06,,1.0318013004651977e-07,1.0318013004651977e-07
global_fit_ye,ratio,Ye,1.1092e-05,5.510766145217809e-06,,1.0437564563152826e-07,1.0437564563152826e-07
global_fit_ye,ratio,Ye,1.122e-05,5.574575413216735e-06,,1.0558505096548105e-07,1.0558505096548105e-07
global_fit_ye,ratio,Ye,1.135e-05,5.639125248238568e-06,,1.0680856704847892e-07,1.0680856704847892e-07
global_fit_ye,ratio,Ye,1.1482e-05,5.704420529008274e-06,,1.0804617264279472e-07,1.0804617264279472e-07
global_fit_ye,ratio,Ye,1.1614e-05,5.770473390082917e-06,,1.0929808923802623e-07,1.0929808923802623e-07
global_fit_ye,ratio,Ye,1.1749e-05,5.837290684079009e-06,,1.105645951027246e-07,1.105645951027246e-07
global_fit_ye,ratio,Ye,1.1885e-05,5.904881571967075e-06,,1.1184571222653549e-07,1.1184571222653549e-07
global_fit_ye,ratio,Ye,1.2023e-05,5.973254879646957e-06,,1.1314171837148699e-07,1.1314171837148699e-07
global_fit_ye,ratio,Ye,1.2162e-05,6.042419795131057e-06,,1.1445263603978871e-07,1.1445263603978871e-07
global_fit_ye,ratio,Ye,1.2303e-05,6.112386728217623e-06,,1.1577885405354134e-07,1.1577885405354134e-07
global_fit_ye,ratio,Ye,1.2445e-05,6.183162060861685e-06,,1.1712046070611114e-07,1.1712046070611114e-07
global_fit_ye,ratio,Ye,1.2589e-05,6.25475802283851e-06,,1.1847757929152273e-07,1.1847757929152273e-07
global_fit_ye,ratio,Ye,1.2735e-05,6.327182370475378e-06,,1.1985038625279492e-07,1.1985038625279492e-07
global_fit_ye,ratio,Ye,1.2882e-05,6.400446362187175e-06,,1.2123910542740174e-07,1.2123910542740174e-07
global_fit_ye,ratio,Ye,1.3032e-05,6.4745567253279545e-06,,1.2264391270929443e-07,1.2264391270929443e-07
global_fit_ye,ratio,Ye,1.3183e-05,6.549526747633739e-06,,1.2406503249159752e-07,1.2406503249159752e-07
global_fit_ye,ratio,Ye,1.3335e-05,6.625364126820634e-06,,1.2550254010591327e-07,1.2550254010591327e-07
global_fit_ye,ratio,Ye,1.349e-05,6.702080180608921e-06,,1.2695686051493837e-07,1.2695686051493837e-07
global_fit_ye,ratio,Ye,1.3646e-05,6.779685254363323e-06,,1.2842788131718497e-07,1.2842788131718497e-07
global_fit_ye,ratio,Ye,1.3804e-05,6.858186662570647e-06,,1.2991598952862283e-07,1.2991598952862283e-07
global_fit_ye,ratio,Ye,1.3964e-05,6.937598769273477e-06,,1.3142141098883357e-07,1.3142141098883357e-07
global_fit_ye,ratio,Ye,1.4125e-05,7.0179291950247345e-06,,1.3294421956678008e-07,1.3294421956678008e-07
global_fit_ye,ratio,Ye,1.4289e-05,7.099191335633213e-06,,1.344846417043421e-07,1.344846417043421e-07
global_fit_ye,ratio,Ye,1.4454e-05,7.181393497664237e-06,,1.360429642668404e-07,1.360429642668404e-07
global_fit_ye,ratio,Ye,1.4622e-05,7.264546955008252e-06,,1.3761927349886455e-07,1.3761927349886455e-07
global_fit_ye,ratio,Ye,1.4791e-05,7.348664152519254e-06,,1.392139967732773e-07,1.392139967732773e-07
global_fit_ye,ratio,Ye,1.4962e-05,7.433755372405622e-06,,1.4082702049138802e-07,1.4082702049138802e-07
global_fit_ye,ratio,Ye,1.5136e-05,7.519829863030219e-06,,1.4245883041628727e-07,1.4245883041628727e-07
global_fit_ye,ratio,Ye,1.5311e-05,7.606903120038096e-06,,1.441095548818428e-07,1.441095548818428e-07
global_fit_ye,ratio,Ye,1.5488e-05,7.694984400407963e-06,,1.4577937981287634e-07,1.4577937981287634e-07
global_fit_ye,ratio,Ye,1.5668e-05,7.784083926095163e-06,,1.4746859047075498e-07,1.4746859047075498e-07
global_fit_ye,ratio,Ye,1.5849e-05,7.87421624529747e-06,,1.4917731618576152e-07,1.4917731618576152e-07
global_fit_ye,ratio,Ye,1.6032e-05,7.965392588894791e-06,,1.509059423890404e-07,1.509059423890404e-07
global_fit_ye,ratio,Ye,1.6218e-05,8.057624151507326e-06,,1.526544538218703e-07,1.526544538218703e-07
global_fit_ye,ratio,Ye,1.6406e-05,8.15092353572592e-06,,1.5442328084784402e-07,1.5442328084784402e-07
global_fit_ye,ratio,Ye,1.6596e-05,8.245303945414855e-06,,1.5621270838521436e-07,1.5621270838521436e-07
global_fit_ye,ratio,Ye,1.6788e-05,8.340776380968837e-06,,1.5802273644113927e-07,1.5802273644113927e-07
global_fit_ye,ratio,Ye,1.6982e-05,8.437353999065591e-06,,1.5985374903992745e-07,1.5985374903992745e-07
global_fit_ye,ratio,Ye,1.7179e-05,8.535050477828106e-06,,1.617060779765928e-07,1.617060779765928e-07
global_fit_ye,ratio,Ye,1.7378e-05,8.633877983594692e-06,,1.6357980745693047e-07,1.6357980745693047e-07
global_fit_ye,ratio,Ye,1.7579e-05,8.733849516791764e-06,,1.6547523749055135e-07,1.6547523749055135e-07
global_fit_ye,ratio,Ye,1.7783e-05,8.834978194353901e-06,,1.6739265134769294e-07,1.6739265134769294e-07
global_fit_ye,ratio,Ye,1.7989e-05,8.93727877349566e-06,,1.6933228232236138e-07,1.6933228232236138e-07
global_fit_ye,ratio,Ye,1.8197e-05,9.040763381267331e-06,,1.7129431387622315e-07,1.7129431387622315e-07
global_fit_ye,ratio,Ye,1.8408e-05,9.145446018122126e-06,,1.7327914602001976e-07,1.7327914602001976e-07
global_fit_ye,ratio,Ye,1.8621e-05,9.251340759385317e-06,,1.7528696123460485e-07,1.7528696123460485e-07
global_fit_ye,ratio,Ye,1.8836e-05,9.358461445076261e-06,,1.773180943849488e-07,1.773180943849488e-07
global_fit_ye,ratio,Ye,1.9055e-05,9.46682316112676e-06,,1.7937272815278957e-07,1.7937272815278957e-07
global_fit_ye,ratio,Ye,1.9275e-05,9.57643890800403e-06,,1.8145116254889745e-07,1.8145116254889745e-07
global_fit_ye,ratio,Ye,1.9498e-05,9.687324686202677e-06,,1.8355369758417852e-07,1.8355369758417852e-07
global_fit_ye,ratio,Ye,1.9724e-05,9.799493496201222e-06,,1.8568063326962263e-07,1.8568063326962263e-07
global_fit_ye,ratio,Ye,1.9953e-05,9.912961338506173e-06,,1.878320696150686e-07,1.878320696150686e-07
global_fit_ye,ratio,Ye,2.0184e-05,1.0027746210871202e-05,,1.900085876330741e-07,1.900085876330741e-07
global_fit_ye,ratio,Ye,2.0417e-05,1.0143848107630429e-05,,1.9221022511470194e-07,1.9221022511470194e-07
global_fit_ye,ratio,Ye,2.0654e-05,1.0261310038218296e-05,,1.944374632901201e-07,1.944374632901201e-07
global_fit_ye,ratio,Ye,2.0893e-05,1.0380122002963822e-05,,1.9669040216943012e-07,1.9669040216943012e-07
global_fit_ye,ratio,Ye,2.1135e-05,1.050031400251202e-05,,1.989695417663682e-07,1.989695417663682e-07
global_fit_ye,ratio,Ye,2.138e-05,1.0621896037357902e-05,,2.0127508209247227e-07,2.0127508209247227e-07
global_fit_ye,ratio,Ye,2.1627e-05,1.0744888108082486e-05,,2.0360732316009167e-07,2.0360732316009167e-07
global_fit_ye,ratio,Ye,2.1878e-05,1.0869300215191786e-05,,2.0596656498197214e-07,2.0596656498197214e-07
global_fit_ye,ratio,Ye,2.2131e-05,1.0995152359279819e-05,,2.083531075710019e-07,2.083531075710019e-07
global_fit_ye,ratio,Ye,2.2387e-05,1.1122464540948598e-05,,2.1076735094100558e-07,2.1076735094100558e-07
global_fit_ye,ratio,Ye,2.2646e-05,1.1251246760722142e-05,,2.1320959510526889e-07,2.1320959510526889e-07
global_fit_ye,ratio,Ye,2.2909e-05,1.1381529019302467e-05,,2.1568014007732745e-07,2.1568014007732745e-07
global_fit_ye,ratio,Ye,2.3174e-05,1.151331131713959e-05,,2.1817928587085004e-07,2.1817928587085004e-07
global_fit_ye,ratio,Ye,2.3442e-05,1.164662365495053e-05,,2.2070733249978584e-07,2.2070733249978584e-07
global_fit_ye,ratio,Ye,2.3714e-05,1.17814760332843e-05,,2.232647799799824e-07,2.232647799799824e-07
global_fit_ye,ratio,Ye,2.3988e-05,1.1917898452875922e-05,,2.258518283250896e-07,2.258518283250896e-07
global_fit_ye,ratio,Ye,2.4266e-05,1.2055890914196409e-05,,2.2846877754936113e-07,2.2846877754936113e-07
global_fit_ye,ratio,Ye,2.4547e-05,1.2195483417995788e-05,,2.3111612766971727e-07,2.3111612766971727e-07
global_fit_ye,ratio,Ye,2.4831e-05,1.233668596484807e-05,,2.3379417870112638e-07,2.3379417870112638e-07
global_fit_ye,ratio,Ye,2.5119e-05,1.2479538555616278e-05,,2.365032306591747e-07,2.365032306591747e-07
global_fit_ye,ratio,Ye,2.541e-05,1.2624031190699432e-05,,2.3924358355912263e-07,2.3924358355912263e-07
global_fit_ye,ratio,Ye,2.5704e-05,1.2770203870977549e-05,,2.420158374197185e-07,2.420158374197185e-07
global_fit_ye,ratio,Ye,2.6002e-05,1.291806659705265e-05,,2.448200922552685e-07,2.448200922552685e-07
global_fit_ye,ratio,Ye,2.6303e-05,1.3067640676406764e-05,,2.476569728508876e-07,2.476569728508876e-07
global_fit_ye,ratio,Ye,2.6607e-05,1.3218953511430465e-05,,2.505266299775592e-07,2.505266299775592e-07
global_fit_ye,ratio,Ye,2.6915e-05,1.3372006394465222e-05,,2.5342948813499943e-07,2.5342948813499943e-07
global_fit_ye,ratio,Ye,2.7227e-05,1.3526839326445062e-05,,2.563660473430174e-07,2.563660473430174e-07
global_fit_ye,ratio,Ye,2.7542e-05,1.3683462308008003e-05,,2.5933670761969974e-07,2.5933670761969974e-07
global_fit_ye,ratio,Ye,2.7861e-05,1.3841905340006071e-05,,2.623416689822272e-07,2.623416689822272e-07
global_fit_ye,ratio,Ye,2.8184e-05,1.400216982321711e-05,,2.653815579899311e-07,2.653815579899311e-07
global_fit_ye,ratio,Ye,2.851e-05,1.4164302974472127e-05,,2.6845662189228905e-07,2.6845662189228905e-07
global_fit_ye,ratio,Ye,2.884e-05,1.4328306178537345e-05,,2.7156728694316493e-07,2.7156728694316493e-07
global_fit_ye,ratio,Ye,2.9174e-05,1.4494209436303799e-05,,2.7471405316425847e-07,2.7471405316425847e-07
global_fit_ye,ratio,Ye,2.9512e-05,1.4662034214783208e-05,,2.7789724836485356e-07,2.7789724836485356e-07
global_fit_ye,ratio,Ye,2.9854e-05,1.4831797599312874e-05,,2.811173173087798e-07,2.811173173087798e-07
global_fit_ye,ratio,Ye,3.02e-05,1.500353104025386e-05,,2.843746874893969e-07,2.843746874893969e-07
global_fit_ye,ratio,Ye,3.0549e-05,1.5177256056170252e-05,,2.8766988769649226e-07,2.8766988769649226e-07
global_fit_ye,ratio,Ye,3.0903e-05,1.535298962997867e-05,,2.91003160749925e-07,2.91003160749925e-07
global_fit_ye,ratio,Ye,3.1261e-05,1.5530753262888505e-05,,2.9437513511185446e-07,2.9437513511185446e-07
global_fit_ye,ratio,Ye,3.1623e-05,1.5710578526942325e-05,,2.977861405835024e-07,2.977861405835024e-07
global_fit_ye,ratio,Ye,3.1989e-05,1.5892482299035815e-05,,3.0123671797706946e-07,3.0123671797706946e-07
global_fit_ye,ratio,Ye,3.2359e-05,1.6076496133252828e-05,,3.047271967535068e-07,3.047271967535068e-07
global_fit_ye,ratio,Ye,3.2734e-05,1.6262641656756548e-05,,3.082582077650809e-07,3.082582077650809e-07
global_fit_ye,ratio,Ye,3.3113e-05,1.6450935636695457e-05,,3.1183008974134993e-07,3.1183008974134993e-07
global_fit_ye,ratio,Ye,3.3497e-05,1.6641421346051093e-05,,3.1544330472544057e-07,3.1544330472544057e-07
global_fit_ye,ratio,Ye,3.3884e-05,1.6834105476550103e-05,,3.190984900222785e-07,3.190984900222785e-07
global_fit_ye,ratio,Ye,3.4277e-05,1.7029021377277904e-05,,3.227960091200959e-07,3.227960091200959e-07
global_fit_ye,ratio,Ye,3.4674e-05,1.7226185663032187e-05,,3.265362978607517e-07,3.265362978607517e-07
global_fit_ye,ratio,Ye,3.5075e-05,1.7425641761035424e-05,,3.303200212168918e-07,3.303200212168918e-07
global_fit_ye,ratio,Ye,3.5481e-05,1.7627406207243175e-05,,3.3414751353346536e-07,3.3414751353346536e-07
global_fit_ye,ratio,Ye,3.5892e-05,1.7831502508434118e-05,,3.380194412976428e-07,3.380194412976428e-07
global_fit_ye,ratio,Ye,3.6308e-05,1.8037967120149545e-05,,3.419361373253591e-07,3.419361373253591e-07
global_fit_ye,ratio,Ye,3.6728e-05,1.824682363084847e-05,,3.4589836965508327e-07,3.4589836965508327e-07
global_fit_ye,ratio,Ye,3.7154e-05,1.845809025907265e-05,,3.4990640452626175e-07,3.4990640452626175e-07
global_fit_ye,ratio,Ye,3.7584e-05,1.867180513963298e-05,,3.539609065911907e-07,3.539609065911907e-07
global_fit_ye,ratio,Ye,3.8019e-05,1.888800198722861e-05,,3.580623462780507e-07,3.580623462780507e-07
global_fit_ye,ratio,Ye,3.8459e-05,1.9106688957658786e-05,,3.6221138864485674e-07,3.6221138864485674e-07
global_fit_ye,ratio,Ye,3.8905e-05,1.932791412033757e-05,,3.664083970975914e-07,3.664083970975914e-07
global_fit_ye,ratio,Ye,3.9355e-05,1.9551701320349677e-05,,3.706541445460397e-07,3.706541445460397e-07
global_fit_ye,ratio,Ye,3.9811e-05,1.9778088649138604e-05,,3.7494899481699124e-07,3.7494899481699124e-07
global_fit_ye,ratio,Ye,4.0272e-05,2.000708410767844e-05,,3.792937100349851e-07,3.792937100349851e-07
global_fit_ye,ratio,Ye,4.0738e-05,2.0238731676467818e-05,,3.8368866566937027e-07,3.8368866566937027e-07
global_fit_ye,ratio,Ye,4.121e-05,2.0473069379882328e-05,,3.8813462428203827e-07,3.8813462428203827e-07
global_fit_ye,ratio,Ye,4.1687e-05,2.071010721969407e-05,,3.92632185926635e-07,3.92632185926635e-07
global_fit_ye,ratio,Ye,4.217e-05,2.0949905198483175e-05,,3.9718175065744035e-07,3.9718175065744035e-07
global_fit_ye,ratio,Ye,4.2658e-05,2.11924611986253e-05,,4.017839783528208e-07,4.017839783528208e-07
global_fit_ye,ratio,Ye,4.3152e-05,2.1437839436782815e-05,,4.064396489653974e-07,4.064396489653974e-07
global_fit_ye,ratio,Ye,4.3652e-05,2.1686047819789024e-05,,4.111492228334661e-07,4.111492228334661e-07
global_fit_ye,ratio,Ye,4.4157e-05,2.193713635017705e-05,,4.1591330001773573e-07,4.1591330001773573e-07
global_fit_ye,ratio,Ye,4.4668e-05,2.2191135030182014e-05,,4.207326805820312e-07,4.207326805820312e-07
global_fit_ye,ratio,Ye,4.5186e-05,2.2448073862063044e-05,,4.256078645872597e-07,4.256078645872597e-07
global_fit_ye,ratio,Ye,4.5709e-05,2.2707982848103276e-05,,4.305395520982685e-07,4.305395520982685e-07
global_fit_ye,ratio,Ye,4.6238e-05,2.2970901990784837e-05,,4.355284431819024e-07,4.355284431819024e-07
global_fit_ye,ratio,Ye,4.6774e-05,2.323686129244488e-05,,4.405750379021656e-07,4.405750379021656e-07
global_fit_ye,ratio,Ye,4.7315e-05,2.3505900755623525e-05,,4.4568023633166037e-07,4.4568023633166037e-07
global_fit_ye,ratio,Ye,4.7863e-05,2.3778060382892932e-05,,4.508444385352834e-07,4.508444385352834e-07
global_fit_ye,ratio,Ye,4.8417e-05,2.405337017667423e-05,,4.560685445885647e-07,4.560685445885647e-07
global_fit_ye,ratio,Ye,4.8978e-05,2.433186013941258e-05,,4.6135325456314793e-07,4.6135325456314793e-07
global_fit_ye,ratio,Ye,4.9545e-05,2.4613582735355423e-05,,4.666992152041939e-07,4.666992152041939e-07
global_fit_ye,ratio,Ye,5.0119e-05,2.4898563072698383e-05,,4.721070337853982e-07,4.721070337853982e-07
global_fit_ye,ratio,Ye,5.0699e-05,2.5186843587396876e-05,,4.775774565210305e-07,4.775774565210305e-07
global_fit_ye,ratio,Ye,5.1286e-05,2.547845428201307e-05,,4.83111383492729e-07,4.83111383492729e-07
global_fit_ye,ratio,Ye,5.188e-05,2.577344515952513e-05,,4.887094147798461e-07,4.887094147798461e-07
global_fit_ye,ratio,Ye,5.2481e-05,2.607185882999072e-05,,4.943722999028645e-07,4.943722999028645e-07
global_fit_ye,ratio,Ye,5.3088e-05,2.6373720111774247e-05,,5.001008406451913e-07,5.001008406451913e-07
global_fit_ye,ratio,Ye,5.3703e-05,2.6679081585356187e-05,,5.058956859626001e-07,5.058956859626001e-07
global_fit_ye,ratio,Ye,5.4325e-05,2.6987965952098613e-05,,5.117577871216609e-07,5.117577871216609e-07
global_fit_ye,ratio,Ye,5.4954e-05,2.730043784910726e-05,,5.176877424525647e-07,5.176877424525647e-07
global_fit_ye,ratio,Ye,5.559e-05,2.7616519946918885e-05,,5.236864026373681e-07,5.236864026373681e-07
global_fit_ye,ratio,Ye,5.6234e-05,2.79362650424454e-05,,5.297546207478358e-07,5.297546207478358e-07
global_fit_ye,ratio,Ye,5.6885e-05,2.825970758371305e-05,,5.358930915405088e-07,5.358930915405088e-07
global_fit_ye,ratio,Ye,5.7544e-05,2.8586903194489638e-05,,5.42102721696934e-07,5.42102721696934e-07
global_fit_ye,ratio,Ye,5.821e-05,2.891787619327625e-05,,5.483843035229326e-07,5.483843035229326e-07
global_fit_ye,ratio,Ye,5.8884e-05,2.9252692335039068e-05,,5.547387461887444e-07,5.547387461887444e-07
global_fit_ye,ratio,Ye,5.9566e-05,2.959137876516009e-05,,5.611667956083235e-07,5.611667956083235e-07
global_fit_ye,ratio,Ye,6.0256e-05,2.9933982494800882e-05,,5.676692951459421e-07,5.676692951459421e-07
global_fit_ye,ratio,Ye,6.0954e-05,3.0280559480924007e-05,,5.742471578127697e-07,5.742471578127697e-07
global_fit_ye,ratio,Ye,6.166e-05,3.063113370541533e-05,,5.809011695345897e-07,5.809011695345897e-07
global_fit_ye,ratio,Ye,6.2373e-05,3.0985781264437844e-05,,5.876324459653889e-07,5.876324459653889e-07
global_fit_ye,ratio,Ye,6.3096e-05,3.134452913424631e-05,,5.944416298156604e-07,5.944416298156604e-07
global_fit_ye,ratio,Ye,6.3826e-05,3.170742731974114e-05,,6.013297212322878e-07,6.013297212322878e-07
global_fit_ye,ratio,Ye,6.4565e-05,3.20745326185959e-05,,6.082975595336069e-07,6.082975595336069e-07
global_fit_ye,ratio,Ye,6.5313e-05,3.244588141327091e-05,,6.153462658302518e-07,6.153462658302518e-07
global_fit_ye,ratio,Ye,6.6069e-05,3.2821530538263464e-05,,6.224765801397398e-07,6.224765801397398e-07
global_fit_ye,ratio,Ye,6.6834e-05,3.3201529998708965e-05,,6.296896026239111e-07,6.296896026239111e-07
global_fit_ye,ratio,Ye,6.7608e-05,3.358592979980288e-05,,6.36986133441778e-07,6.36986133441778e-07
global_fit_ye,ratio,Ye,6.8391e-05,3.397477994680062e-05,,6.443672727625085e-07,6.443672727625085e-07
global_fit_ye,ratio,Ye,6.9183e-05,3.436813044501766e-05,,6.51833820750947e-07,6.51833820750947e-07
global_fit_ye,ratio,Ye,6.9984e-05,3.476603129982945e-05,,6.593869775846819e-07,6.593869775846819e-07
global_fit_ye,ratio,Ye,7.0795e-05,3.516854251693945e-05,,6.670276434405151e-07,6.670276434405151e-07
global_fit_ye,ratio,Ye,7.1614e-05,3.557570410158115e-05,,6.747569184999462e-07,6.747569184999462e-07
global_fit_ye,ratio,Ye,7.2444e-05,3.598758605985804e-05,,6.825757029465578e-07,6.825757029465578e-07
global_fit_ye,ratio,Ye,7.3282e-05,3.640424203792865e-05,,6.904851660239475e-07,6.904851660239475e-07
global_fit_ye,ratio,Ye,7.4131e-05,3.682570480230494e-05,,6.984861706201783e-07,6.984861706201783e-07
global_fit_ye,ratio,Ye,7.4989e-05,3.725205795844603e-05,,7.065798851985769e-07,7.065798851985769e-07
global_fit_ye,ratio,Ye,7.5858e-05,3.768334151190139e-05,,7.147674099623068e-07,7.147674099623068e-07
global_fit_ye,ratio,Ye,7.6736e-05,3.811962928121208e-05,,7.230499174271216e-07,7.230499174271216e-07
global_fit_ye,ratio,Ye,7.7625e-05,3.856095369203854e-05,,7.314282640259394e-07,7.314282640259394e-07
global_fit_ye,ratio,Ye,7.8524e-05,3.900738851943903e-05,,7.399037214597904e-07,7.399037214597904e-07
global_fit_ye,ratio,Ye,7.9433e-05,3.945899771583126e-05,,7.484774648028801e-07,7.484774648028801e-07
global_fit_ye,ratio,Ye,8.0353e-05,3.9915823441032605e-05,,7.571505454503075e-07,7.571505454503075e-07
